column,medium,source,needs_rescore,deployed_prompt,canonical_prompt,ensemble,low_signal,genre_track
arc_likable_Middle,film,prompts_master,False,"Consider the single MAIN protagonist of this movie. At the Middle of the story, how likable (easy to relate to, empathize with, root for)? Answer 1-5 where 1=very dislikable, 5=very likable. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this movie. At the Middle of the story, how likable (easy to relate to, empathize with, root for)? Answer 1-5 where 1=very dislikable, 5=very likable. Return ONLY JSON {""v"": number}.",False,False,False
visual_Fast_cut,film,prompts_master,False,"On a scale 0-100, how strongly does 'Fast-cut' describe the visual style of this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Fast-cut' describe the visual style of this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Quirky,film,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Quirky' apply to this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Quirky' apply to this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
visual_Dark,film,prompts_master,False,"On a scale 0-100, how strongly does 'Dark' describe the visual style of this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Dark' describe the visual style of this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
score_Emotional,film,prompts_master,False,"On a scale 0-100, how strongly does 'Emotional' describe the musical score of this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Emotional' describe the musical score of this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
arc_competent_End,film,prompts_master,False,"Consider the single MAIN protagonist of this movie. At the End of the story, how competent (effective at what they attempt)? Answer 1-5 where 1=very incompetent, 5=very competent. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this movie. At the End of the story, how competent (effective at what they attempt)? Answer 1-5 where 1=very incompetent, 5=very competent. Return ONLY JSON {""v"": number}.",False,False,False
arc_likable_End,film,prompts_master,False,"Consider the single MAIN protagonist of this movie. At the End of the story, how likable (easy to relate to, empathize with, root for)? Answer 1-5 where 1=very dislikable, 5=very likable. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this movie. At the End of the story, how likable (easy to relate to, empathize with, root for)? Answer 1-5 where 1=very dislikable, 5=very likable. Return ONLY JSON {""v"": number}.",False,False,False
acting_Campy,film,prompts_master,False,"On a scale 0-100, how strongly does 'Campy' describe the acting of this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Campy' describe the acting of this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
score_Grand,film,prompts_master,False,"On a scale 0-100, how strongly does 'Grand' describe the musical score of this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Grand' describe the musical score of this movie based on its plot? Return ONLY JSON {""v"": number}.",False,True,False
score_Choral,film,prompts_master,False,"On a scale 0-100, how strongly does 'Choral' describe the musical score of this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Choral' describe the musical score of this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
acting_Subtle,film,prompts_master,False,"On a scale 0-100, how strongly does 'Subtle' describe the acting of this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Subtle' describe the acting of this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
acting_Improvisational,film,prompts_master,False,"On a scale 0-100, how strongly does 'Improvisational' describe the acting of this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Improvisational' describe the acting of this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
arc_proactive_Middle,film,prompts_master,False,"Consider the single MAIN protagonist of this movie. At the Middle of the story, how proactive (motivated, taking action vs passive)? Answer 1-5 where 1=very passive, 5=very proactive. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this movie. At the Middle of the story, how proactive (motivated, taking action vs passive)? Answer 1-5 where 1=very passive, 5=very proactive. Return ONLY JSON {""v"": number}.",False,False,False
arc_likable_Beginning,film,prompts_master,False,"Consider the single MAIN protagonist of this movie. At the Beginning of the story, how likable (easy to relate to, empathize with, root for)? Answer 1-5 where 1=very dislikable, 5=very likable. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this movie. At the Beginning of the story, how likable (easy to relate to, empathize with, root for)? Answer 1-5 where 1=very dislikable, 5=very likable. Return ONLY JSON {""v"": number}.",False,False,False
mood_Inspirational,film,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Inspirational' apply to this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Inspirational' apply to this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
visual_Dreamy,film,prompts_master,False,"On a scale 0-100, how strongly does 'Dreamy' describe the visual style of this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Dreamy' describe the visual style of this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Lighthearted,film,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Lighthearted' apply to this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Lighthearted' apply to this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
10_how_important_was_the_dialogue_to_your_experience_of_the_movie_as_a,film,prompts_master,False,"Consider this movie. How important was the dialogue to your experience of the movie as a whole? Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.","Consider this movie. How important was the dialogue to your experience of the movie as a whole? Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
mood_Reflective,film,prompts_master,False,"From this movie's plot, does the mood 'Reflective' apply? Return ONLY JSON {""v"": 0 or 1}.","From this movie's plot, does the mood 'Reflective' apply? Return ONLY JSON {""v"": 0 or 1}.",False,False,False
mood_Wistful,film,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Wistful' apply to this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Wistful' apply to this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
visual_Bright,film,prompts_master,False,"On a scale 0-100, how strongly does 'Bright' describe the visual style of this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Bright' describe the visual style of this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
visual_Muted,film,prompts_master,False,"On a scale 0-100, how strongly does 'Muted' describe the visual style of this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Muted' describe the visual style of this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
visual_Saturated,film,prompts_master,False,"On a scale 0-100, how strongly does 'Saturated' describe the visual style of this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Saturated' describe the visual style of this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
arc_proactive_Beginning,film,prompts_master,False,"Consider the single MAIN protagonist of this movie. At the Beginning of the story, how proactive (motivated, taking action vs passive)? Answer 1-5 where 1=very passive, 5=very proactive. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this movie. At the Beginning of the story, how proactive (motivated, taking action vs passive)? Answer 1-5 where 1=very passive, 5=very proactive. Return ONLY JSON {""v"": number}.",False,False,False
score_Electronic,film,prompts_master,False,"On a scale 0-100, how strongly does 'Electronic' describe the musical score of this movie based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Electronic' describe the musical score of this movie based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,film,prompts_master,False,"Based only on this film's plot, answer: How fantastical was the world of the movies? By fantastical we mean a world that would be characterized as “fantasy,” typically one where magic is real, as in Lord of the Rings. Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.","Based only on this film's plot, answer: How fantastical was the world of the movies? By fantastical we mean a world that would be characterized as “fantasy,” typically one where magic is real, as in Lord of the Rings. Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.",False,False,False
arc_competent_Beginning,film,prompts_master,False,"Consider the single MAIN protagonist of this movie. At the Beginning of the story, how competent (effective at what they attempt)? Answer 1-5 where 1=very incompetent, 5=very competent. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this movie. At the Beginning of the story, how competent (effective at what they attempt)? Answer 1-5 where 1=very incompetent, 5=very competent. Return ONLY JSON {""v"": number}.",False,False,False
